trading_date,ticker,company,predicted_signal,confidence_percentage,close_price,volume,rsi,buy_probability,sell_probability,sma_20,ema_20,macd_trend,trend_direction,price_vs_sma20_pct,atr_percentage,risk_level,action_recommendation
2026-01-23,NEWGEN.NS,Newgen Software Technologies Limited,Buy,97.11267152867192,624.25,497863,12.029545220928341,0.9711267152867192,0.028873284713281048,774.5725085449219,750.6484629441806,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,TEJASNET.NS,Tejas Networks Limited,Buy,96.9515173092792,304.05,1822791,2.5130588143052393,0.969515173092792,0.030484826907208815,397.76000061035154,382.57465614458744,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,JYOTICNC.NS,Jyoti CNC Automation Limited,Buy,96.61289328877348,800.95,300000,7.3529500600378555,0.9661289328877348,0.033871067112265306,930.6300036621094,908.0515136823236,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,PNBHOUSING.NS,PNB Housing Finance Limited,Buy,95.87969527341458,812.4,3807213,8.57143308678404,0.9587969527341458,0.04120304726585416,956.1775,936.5490268947578,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,LLOYDSME.NS,Lloyds Metals and Energy Limited,Buy,95.80484739389367,1115.5,277165,10.763530301358017,0.9580484739389367,0.041951526061063484,1267.8150024414062,1235.8870903484383,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,SYNGENE.NS,Syngene International Limited,Buy,95.76866036357629,543.8,4137761,6.292864309854352,0.9576866036357629,0.042313396364237574,631.5200042724609,621.3876941376832,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,HBLENGINE.NS,N/A,Buy,95.75844022634999,706.1,1214670,22.377379092213715,0.9575844022635,0.04241559773650054,859.18,817.2252748041223,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,KALYANKJIL.NS,Kalyan Jewellers India Limited,Buy,95.57083295962042,367.2,12298851,11.560046734701785,0.9557083295962042,0.044291670403796266,472.4975003051758,456.49657273079515,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,JBMA.NS,JBM Auto Limited,Buy,95.53494878255306,529.0,431319,16.15840075319707,0.9553494878255306,0.044650512174470844,608.8600012207031,590.8569223815228,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,ADANIGREEN.NS,Adani Green Energy Limited,Buy,95.44137680291067,772.8,22972140,8.287471673680784,0.9544137680291067,0.04558623197089296,956.2700012207031,935.6602927245691,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,EIDPARRY.NS,E.I.D.- Parry (India) Limited,Buy,95.41239802775404,879.6,237073,6.074758701279308,0.9541239802775404,0.04587601972245957,970.9649975585937,955.6480914678323,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,JIOFIN.NS,Jio Financial Services Limited,Buy,95.24170226843368,252.9,14838707,12.748096169751847,0.9524170226843368,0.04758297731566364,285.8775012207031,281.0602016279991,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,RAINBOW.NS,Rainbow Children's Medicare Limited,Buy,95.13761717085485,1185.6,73221,12.408356077783978,0.9513761717085485,0.04862382829145169,1273.9050061035155,1261.172942710886,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,RTNINDIA.NS,RattanIndia Enterprises Limited,Buy,95.12187365792376,32.94,2530502,1.0123749612008055,0.9512187365792376,0.04878126342076275,38.80000004577637,38.047688362110044,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,UTIAMC.NS,UTI Asset Management Company Limited,Buy,95.12018459315712,974.6,139183,19.826576434395975,0.9512018459315712,0.04879815406842928,1091.064990234375,1079.591986140559,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,IIFL.NS,IIFL Finance Limited,Buy,95.08158631653289,521.15,14083153,19.459454628201684,0.950815863165329,0.04918413683467219,624.1325030517578,608.8659408502481,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,TRITURBINE.NS,Triveni Turbine Limited,Buy,94.95307950850298,462.3,140559,7.567568566243736,0.9495307950850298,0.05046920491497087,514.7424966430665,504.62968537941185,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,MSUMI.NS,Motherson Sumi Wiring India Limited,Buy,94.8378154158664,42.98,5215895,11.338439101860388,0.948378154158664,0.05162184584133625,47.12999973297119,45.908044301208996,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,LODHA.NS,Macrotech Developers Limited,Buy,94.83509098843365,900.3,3141997,10.556552962298042,0.9483509098843365,0.05164909011566359,1051.300009765625,1034.6396925787133,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,ADANIENSOL.NS,Adani Energy Solutions Limited,Buy,94.66344614435808,812.7,7623533,12.137120764927658,0.9466344614435808,0.053365538556418624,969.6624993896485,943.1858712185433,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,SJVN.NS,SJVN Limited,Buy,94.61055747203602,70.86,3447931,14.859777503776755,0.9461055747203602,0.05389442527964047,77.35150022888183,75.80745333769565,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,ROUTE.NS,Route Mobile Limited,Buy,94.58302892476493,600.4,86856,12.917347008513246,0.9458302892476493,0.054169710752351385,666.7175042724609,653.639016595327,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,METROBRAND.NS,Metro Brands Limited,Buy,94.5646230378713,1021.3,22952,22.60180547759427,0.945646230378713,0.054353769621287684,1117.500001220703,1093.1784474557594,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,ABFRL.NS,Aditya Birla Fashion and Retail Limited,Buy,94.51577599470751,61.64,7735980,5.74709043173759,0.9451577599470751,0.054842240052925505,72.99100032043457,71.30260047839373,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,BATAINDIA.NS,Bata India Limited,Buy,94.46374374403926,851.7,105433,6.224987532438988,0.9446374374403926,0.05536256255960744,919.0200067138672,911.3697819849341,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,UBL.NS,United Breweries Limited,Buy,94.454947281341,1441.5,61928,10.220961048585337,0.9445494728134101,0.05545052718658992,1546.2250048828125,1531.0908911375584,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,RELIANCE.NS,Reliance Industries Limited,Buy,94.44138883266399,1386.1,9835053,11.661335513959514,0.9444138883266399,0.05558611167336023,1483.5900061035156,1464.244906992076,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,ELECON.NS,Elecon Engineering Company Limited,Buy,94.40739438405589,375.0,369009,20.04279252792611,0.9440739438405589,0.055926056159442766,440.0649996948242,425.240086051543,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,NETWORK18.NS,Network18 Media & Investments Limited,Buy,94.4027245027404,36.45,2986885,15.40589713123056,0.944027245027404,0.05597275497259689,41.21149967193604,40.440931100624816,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,MAPMYINDIA.NS,C. E. Info Systems Limited,Buy,94.39548028992678,1305.5,172277,7.50411999749636,0.9439548028992678,0.056045197100732025,1566.5000073242186,1513.0711961184832,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,AFFLE.NS,Affle (India) Limited,Buy,94.33787636632351,1579.8,139681,15.714771096055443,0.9433787636632351,0.056621236336765385,1738.1450073242188,1701.9653478873693,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,MEDANTA.NS,Global Health Limited,Buy,94.30549128628105,1030.0,104232,19.13121094912232,0.9430549128628105,0.05694508713719041,1156.2750061035156,1134.6712201704147,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,FACT.NS,The Fertilisers and Chemicals Travancore Limited,Buy,94.232893535323,781.95,86310,17.699796188842015,0.94232893535323,0.057671064646770326,862.3975024414063,842.9434661087871,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,JPPOWER.NS,Jaiprakash Power Ventures Limited,Buy,94.21753406349265,14.75,38820764,8.870953832110487,0.9421753406349265,0.05782465936507373,16.596499977111815,16.38954325316931,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,EASEMYTRIP.NS,Easy Trip Planners Limited,Buy,94.21310555804533,6.35,8602902,6.4000156738216845,0.9421310555804533,0.05786894441954706,7.078500036239625,6.993718212922272,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,ABREL.NS,Aditya Birla Real Estate Limited,Buy,94.18557298378119,1288.6,240372,8.634375508850255,0.9418557298378119,0.058144270162188094,1565.010001220703,1525.80811339917,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,ENGINERSIN.NS,Engineers India Limited,Buy,94.13025194595868,167.15,2787801,8.518255861237606,0.9413025194595868,0.05869748054041375,194.20450015258788,189.50447839016155,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,DLF.NS,DLF Limited,Buy,94.1012946054492,588.45,10790104,12.298159316459646,0.9410129460544919,0.05898705394550829,665.635005493164,654.3477540935834,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,BOSCHLTD.NS,Bosch Limited,Buy,94.09477520627853,35265.0,26685,16.356275303643713,0.9409477520627852,0.059052247937215314,37029.25,36680.68920190562,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,AJANTPHARM.NS,Ajanta Pharma Limited,Buy,94.03536489626329,2699.6,73196,14.055362176290913,0.9403536489626328,0.05964635103736759,2765.8449780273436,2727.0998989077666,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,CIPLA.NS,Cipla Limited,Buy,93.99562420306509,1315.0,6589745,10.170195048319215,0.9399562420306509,0.060043757969349215,1451.6150048828126,1431.1477966429466,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,TTML.NS,Tata Teleservices (Maharashtra) Limited,Buy,93.93629745847122,42.4,1263027,13.669080125782514,0.9393629745847122,0.06063702541528824,46.880500152587885,46.259490463227245,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,NHPC.NS,NHPC Limited,Buy,93.88674956353317,75.25,11189686,16.60052355366095,0.9388674956353317,0.06113250436466913,80.30250065612793,79.2090510773693,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,BHEL.NS,Bharat Heavy Electricals Limited,Buy,93.82943834560245,242.5,6843606,15.723647313151318,0.9382943834560246,0.061705616543976445,274.0274996948242,267.29109538643297,,Sideways,,,Oversold Opportunity,Strong Buy
2026-01-23,GODREJPROP.NS,Godrej Properties Limited,Buy,93.80953940788854,1541.2,2460566,12.437661344499645,0.9380953940788853,0.06190460592111449,1920.5850036621093,1861.4453385633299,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Buy,93.78331550166963,2007.0,16463,12.478326156237571,0.9378331550166963,0.06216684498330363,2216.109997558594,2175.5807745225443,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,TATAINVEST.NS,Tata Investment Corporation Limited,Buy,93.72549927196334,603.8,297364,8.883999899993086,0.9372549927196334,0.06274500728036728,669.3124981689454,662.1980336008397,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,OLECTRA.NS,Olectra Greentech Limited,Buy,93.70327619378216,989.4,659484,7.043182400329343,0.9370327619378216,0.0629672380621787,1146.1850048828123,1119.7126899189973,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,SAPPHIRE.NS,Sapphire Foods India Limited,Buy,93.66268706603886,184.9,538137,8.16706955970352,0.9366268706603885,0.06337312933961212,227.6580017089844,220.22313360062623,,Downtrend,,,Oversold Opportunity,Strong Buy
2026-01-23,BLS.NS,BLS International Services Limited,Buy,93.65124146790255,275.05,724385,18.104773174028793,0.9365124146790255,0.06348758532097588,303.9600006103516,300.47092905880254,,Downtrend,,,Oversold Opportunity,Strong Buy
